,gdd,pmm,tmax,tmean,tmin,elevation,exposure,slope,ndvi,ndwi,reci
2020-09-24,9.738572,14.071581,22.927853,18.640095,16.5497,234.68951,117.24225,13.417278,,,
2020-09-25,3.414286,47.573524,18.201456,14.1588125,8.623821,234.68951,117.24225,13.417278,-0.19603587687015533,0.26468682289123535,-0.32777145504951477
2020-09-26,3.0614283,0.0,18.05678,12.868802,8.064764,234.68951,117.24225,13.417278,-0.04109020158648491,0.1186603382229805,-0.07878794521093369
2020-09-27,0.15571427,0.0,15.4347515,10.40241,4.8794208,234.68951,117.24225,13.417278,,,
2020-09-28,4.1328573,0.0,19.354708,12.394346,8.907859,234.68951,117.24225,13.417278,,,
2020-09-29,2.83,0.0,19.467535,12.01976,6.189034,234.68951,117.24225,13.417278,,,
2020-09-30,4.015714,0.0,21.655561,13.068525,6.377297,234.68951,117.24225,13.417278,0.4642661511898041,-0.2672218382358551,1.7428452968597412
2020-10-01,5.9614286,0.008088714,21.132355,15.494519,10.791903,234.68951,117.24225,13.417278,,,
2020-10-02,4.365714,11.076577,16.232786,15.049598,12.497581,234.68951,117.24225,13.417278,,,
2020-10-03,4.928571,27.146818,18.944197,14.292116,10.909223,234.68951,117.24225,13.417278,,,
2020-10-04,3.437143,10.300565,17.736403,12.604462,9.138784,234.68951,117.24225,13.417278,,,
2020-10-05,2.3228571,14.796203,15.10862,11.9904175,9.537558,234.68951,117.24225,13.417278,,,
2020-10-06,2.2485716,0.21815796,16.334229,12.637298,8.161901,234.68951,117.24225,13.417278,,,
2020-10-07,5.5071435,2.423575,21.840864,13.90734,9.1739855,234.68951,117.24225,13.417278,,,
2020-10-08,2.6085715,0.0,18.94759,10.918206,6.2677813,234.68951,117.24225,13.417278,0.5203115940093994,-0.2919740080833435,2.1944191455841064
2020-10-09,2.0357144,0.0,17.639444,11.877656,6.4303565,234.68951,117.24225,13.417278,,,
2020-10-10,3.6200001,9.23952,19.67026,13.070948,7.5700383,234.68951,117.24225,13.417278,,,
2020-10-11,0.4014286,14.650938,11.98612,10.222742,8.819199,234.68951,117.24225,13.417278,,,
2020-10-12,0.77000004,5.007285e-06,16.813389,10.538665,4.7248044,234.68951,117.24225,13.417278,,,
2020-10-13,0.0,0.0,16.970001,7.6034675,1.5892743,234.68951,117.24225,13.417278,,,
2020-10-14,0.0,0.0,15.620592,6.645325,1.6001575,234.68951,117.24225,13.417278,,,
2020-10-15,0.0,9.594691,11.067757,7.771172,4.937371,234.68951,117.24225,13.417278,,,
2020-10-16,1.4928572,0.35950986,16.128445,10.286211,6.856503,234.68951,117.24225,13.417278,,,
2020-10-17,0.0,0.0,15.316301,9.511912,4.011131,234.68951,117.24225,13.417278,,,
2020-10-18,1.7942858,0.0,16.92708,10.948588,6.660537,234.68951,117.24225,13.417278,0.3874880075454712,-0.20729222893714905,1.2723289728164673
2020-10-19,0.47,0.0,14.404561,10.095678,6.535725,234.68951,117.24225,13.417278,0.2710150480270386,-0.08507396280765533,0.7466559410095215
2020-10-20,0.12571429,0.0,15.048204,10.269734,5.1923485,234.68951,117.24225,13.417278,,,
2020-10-21,2.3585713,0.0,16.642405,11.316836,8.074262,234.68951,117.24225,13.417278,,,
2020-10-22,1.5857143,0.0,16.406061,10.966063,6.7661552,234.68951,117.24225,13.417278,,,
2020-10-23,1.9642857,0.73530877,12.88609,12.100957,11.04566,234.68951,117.24225,13.417278,,,
2020-10-24,4.87,7.530183,19.661015,14.068693,10.074961,234.68951,117.24225,13.417278,,,
2020-10-25,1.2857143,0.0,16.308968,11.673682,6.2627378,234.68951,117.24225,13.417278,,,
2020-10-26,1.5957143,50.324654,13.692016,12.037382,9.497453,234.68951,117.24225,13.417278,,,
2020-10-27,0.0,11.2063875,13.713318,9.03259,5.4850965,234.68951,117.24225,13.417278,,,
2020-10-28,0.0,0.0,14.083206,7.673768,3.7040558,234.68951,117.24225,13.417278,0.010227080434560776,0.09364913403987885,0.02138432301580906
2020-10-29,0.23714288,0.0,14.997419,8.844615,5.4759555,234.68951,117.24225,13.417278,-0.16828909516334534,0.22852569818496704,-0.28801077604293823
2020-10-30,1.0271429,0.0,17.57514,8.763701,4.4738564,234.68951,117.24225,13.417278,0.3809797465801239,-0.18974733352661133,1.2376787662506104
2020-10-31,1.1685715,0.0,17.49989,9.661361,4.8362875,234.68951,117.24225,13.417278,,,
2020-11-01,0.0,0.0,13.117689,8.113896,4.167082,234.68951,117.24225,13.417278,,,
2020-11-02,1.0628572,0.0,16.514124,9.950356,5.608543,234.68951,117.24225,13.417278,0.2041233628988266,0.04042571038007736,0.5173705816268921
2020-11-03,0.59285706,0.0,15.806993,10.555109,5.3805075,234.68951,117.24225,13.417278,,,
2020-11-04,3.48,0.0,17.921247,12.33095,9.038363,234.68951,117.24225,13.417278,,,
2020-11-05,3.48,0.0,17.921247,12.33095,9.038363,234.68951,117.24225,13.417278,,,
2020-11-06,2.222857,0.0,17.940186,11.27022,6.5057817,234.68951,117.24225,13.417278,,,
2020-11-07,0.11571429,0.0,15.149992,9.024811,4.815216,234.68951,117.24225,13.417278,,,
2020-11-08,0.0,0.0,13.769396,8.364032,3.873843,234.68951,117.24225,13.417278,0.3509526252746582,-0.18383626639842987,1.0872960090637207
2020-11-09,0.0,0.0,15.786438,7.808828,2.9427197,234.68951,117.24225,13.417278,0.35014405846595764,-0.18788188695907593,1.0826681852340698
2020-11-10,0.0,0.0,14.7182865,7.94682,2.9843047,234.68951,117.24225,13.417278,0.33217647671699524,-0.1724528670310974,1.0011508464813232
2020-11-11,0.0,0.0,14.565443,7.2005663,2.024718,234.68951,117.24225,13.417278,,,
2020-11-12,0.0,0.0,11.515409,5.365084,1.7826016,234.68951,117.24225,13.417278,-0.1298586130142212,0.1962026059627533,-0.22972960770130157
2020-11-13,0.0,0.0,11.989084,4.89378,0.3128972,234.68951,117.24225,13.417278,0.2674325108528137,-0.13712090253829956,0.7332925200462341
2020-11-14,0.0,0.0,12.060092,5.1528726,1.2035713,234.68951,117.24225,13.417278,0.27190837264060974,-0.14623747766017914,0.7504082322120667
2020-11-15,0.0,0.0,11.672664,4.7519636,-0.0386316,234.68951,117.24225,13.417278,0.2909186780452728,-0.1512443721294403,0.8272459506988525
2020-11-16,0.0,1.8393825,12.621717,7.472213,4.206413,234.68951,117.24225,13.417278,,,
2020-11-17,0.0,0.0,13.183508,6.3422093,2.2956128,234.68951,117.24225,13.417278,0.2819139063358307,-0.14874444901943207,0.7895310521125793
2020-11-18,0.0,0.0,12.5380535,5.5785384,0.6767443,234.68951,117.24225,13.417278,0.2843894958496094,-0.16522054374217987,0.8004447221755981
2020-11-19,0.0,0.3866723,12.247789,6.1177363,1.2740735,234.68951,117.24225,13.417278,0.2679978609085083,-0.15101361274719238,0.7434322834014893
2020-11-20,1.0371429,0.041304696,15.666228,10.76094,6.409119,234.68951,117.24225,13.417278,0.20780202746391296,-0.08469579368829727,0.5274688601493835
2020-11-21,0.0,0.0,9.178062,3.7006624,-0.9960293,234.68951,117.24225,13.417278,0.24966169893741608,-0.154086172580719,0.6690273880958557
2020-11-22,0.0,0.0,7.4396095,0.89730734,-2.4348512,234.68951,117.24225,13.417278,,,
2020-11-23,0.0,0.0,6.581108,1.5533673,-2.0697262,234.68951,117.24225,13.417278,,,
2020-11-24,0.0,0.0,9.371753,1.6809695,-2.0071905,234.68951,117.24225,13.417278,0.2123420089483261,-0.12591321766376495,0.543286919593811
2020-11-25,0.0,0.0,9.050782,2.7171173,-2.8296545,234.68951,117.24225,13.417278,0.21240578591823578,-0.13577786087989807,0.5426704287528992
2020-11-26,0.0,0.0,8.972413,1.6153799,-2.748051,234.68951,117.24225,13.417278,0.2185443490743637,-0.13962411880493164,0.5620762705802917
2020-11-27,0.0,0.0,8.307722,0.7400712,-3.298078,234.68951,117.24225,13.417278,0.21443253755569458,-0.14614228904247284,0.548574686050415
2020-11-28,0.0,0.0,8.1907,1.1725014,-2.5063484,234.68951,117.24225,13.417278,,,
2020-11-29,0.0,0.0,8.73962,2.236133,-2.3802047,234.68951,117.24225,13.417278,0.19935093820095062,-0.19085021317005157,0.5009646415710449
2020-11-30,0.0,0.0,7.2809052,1.3311253,-4.235053,234.68951,117.24225,13.417278,,,
2020-12-01,0.0,0.024131594,2.0662608,-0.8399986,-4.106198,234.68951,117.24225,13.417278,,,
2020-12-02,0.0,0.3605633,3.8138382,1.3325971,-0.2168289,234.68951,117.24225,13.417278,,,
2020-12-03,0.0,0.0,5.425705,2.1045928,0.5995928,234.68951,117.24225,13.417278,,,
2020-12-04,0.0,28.64478,2.8443093,1.4146594,-0.07375728,234.68951,117.24225,13.417278,,,
2020-12-05,0.0,74.147026,1.2467816,0.64949566,0.11365215,234.68951,117.24225,13.417278,,,
2020-12-06,0.0,38.87691,3.6416576,2.2649698,0.5739293,234.68951,117.24225,13.417278,,,
2020-12-07,0.0,5.700122,4.838085,2.6332352,0.57742167,234.68951,117.24225,13.417278,,,
2020-12-08,0.0,6.94589,3.996223,2.8799899,1.6256564,234.68951,117.24225,13.417278,,,
2020-12-09,0.0,7.5502744,5.9531655,4.1548734,2.294901,234.68951,117.24225,13.417278,,,
2020-12-10,0.0,0.021098634,4.8841825,2.8260467,-1.4495707,234.68951,117.24225,13.417278,,,
2020-12-11,0.0,0.0,4.129023,2.9671624,2.4159186,234.68951,117.24225,13.417278,-0.19795820116996765,0.25185880064964294,-0.33036860823631287
2020-12-12,0.0,0.0,5.47972,2.598787,0.7457098,234.68951,117.24225,13.417278,-0.1455831378698349,0.18895907700061798,-0.2538984715938568
2020-12-13,0.0,0.0,5.47972,2.598787,0.7457098,234.68951,117.24225,13.417278,-0.1455831378698349,0.18895907700061798,-0.2538984715938568
2020-12-14,0.0,0.0,6.8395867,2.3842719,-1.1736958,234.68951,117.24225,13.417278,,,
2020-12-15,0.0,0.0,7.55127,3.1919248,-1.1442306,234.68951,117.24225,13.417278,,,
2020-12-16,0.0,0.08750356,8.107997,4.197535,0.92924505,234.68951,117.24225,13.417278,,,
2020-12-17,0.0,0.0,9.008685,2.4772623,-1.2189741,234.68951,117.24225,13.417278,,,
2020-12-18,0.0,0.0,8.0141735,1.7432162,-1.325824,234.68951,117.24225,13.417278,0.15899717807769775,-0.059404999017715454,0.38060271739959717
2020-12-19,0.0,0.0,5.2420464,1.7082169,-1.3018589,234.68951,117.24225,13.417278,,,
2020-12-20,0.0,0.005256139,4.571761,2.3108585,-1.2123432,234.68951,117.24225,13.417278,,,
2020-12-21,0.0,0.0,7.28155,4.919528,3.646953,234.68951,117.24225,13.417278,,,
2020-12-22,0.0,0.0,7.992165,4.2128253,1.4136614,234.68951,117.24225,13.417278,,,
2020-12-23,0.0,0.0,5.5717816,2.3109457,-1.1049482,234.68951,117.24225,13.417278,-0.05660653114318848,0.1301436871290207,-0.10687802731990814
2020-12-24,0.0,0.046524007,5.3625336,4.73796,3.622082,234.68951,117.24225,13.417278,,,
2020-12-25,0.0,0.0385427,9.1625805,6.8637695,3.8448827,234.68951,117.24225,13.417278,,,
2020-12-26,0.0,0.0,8.375255,5.631648,-1.0404108,234.68951,117.24225,13.417278,,,
2020-12-27,0.0,0.0,2.2449448,-1.8966873,-4.759107,234.68951,117.24225,13.417278,,,
2020-12-28,0.0,18.486406,-1.3678532,-2.5417092,-4.1032515,234.68951,117.24225,13.417278,,,
2020-12-29,0.0,1.3049511,0.67531407,-1.5970792,-6.853752,234.68951,117.24225,13.417278,,,
2020-12-30,0.0,0.0,3.8487298,0.68202955,-2.4429572,234.68951,117.24225,13.417278,,,
2020-12-31,0.0,0.0,1.7124995,-4.1518793,-8.129057,234.68951,117.24225,13.417278,,,
2021-01-01,0.0,6.717991,0.27117765,-1.6783382,-5.184846,234.68951,117.24225,13.417278,,,
2021-01-02,0.0,6.204821,1.7159878,0.18794894,-2.1129634,234.68951,117.24225,13.417278,,,
2021-01-03,0.0,4.1836095,4.6095414,1.4030906,-0.10042636,234.68951,117.24225,13.417278,,,
2021-01-04,0.0,0.0,4.148761,0.68236625,-1.8076098,234.68951,117.24225,13.417278,,,
2021-01-05,0.0,0.062596284,2.7854192,0.3827693,-3.2436326,234.68951,117.24225,13.417278,-0.2724161446094513,0.36005377769470215,-0.4280623495578766
2021-01-06,0.0,0.05733243,2.811877,0.41627696,-3.6078746,234.68951,117.24225,13.417278,,,
2021-01-07,0.0,0.0,2.358469,-2.389315,-5.2014627,234.68951,117.24225,13.417278,,,
2021-01-08,0.0,0.0,1.9271632,-3.5889757,-7.3302503,234.68951,117.24225,13.417278,,,
2021-01-09,0.0,0.0,-1.0199434,-5.2315793,-9.673454,234.68951,117.24225,13.417278,,,
2021-01-10,0.0,0.0,0.56851035,-4.7201104,-8.645562,234.68951,117.24225,13.417278,-0.3010252118110657,0.4152069091796875,-0.4622974395751953
2021-01-11,0.0,0.0,-1.380248,-5.826342,-10.254676,234.68951,117.24225,13.417278,,,
2021-01-12,0.0,0.0,-1.7881124,-6.3964314,-10.445831,234.68951,117.24225,13.417278,-0.1997303068637848,0.24944205582141876,-0.3328567147254944
2021-01-13,0.0,0.0,6.1181746,-1.4519622,-7.8706927,234.68951,117.24225,13.417278,,,
2021-01-14,0.0,0.09979204,7.268374,1.6452444,-0.2132969,234.68951,117.24225,13.417278,,,
2021-01-15,0.0,0.2751225,4.3757477,1.3606371,-2.9965093,234.68951,117.24225,13.417278,,,
2021-01-16,0.0,0.0,3.6033309,-2.8311665,-4.7518,234.68951,117.24225,13.417278,-0.17987658083438873,0.19799575209617615,-0.30398881435394287
2021-01-17,0.0,0.0,0.76082456,-2.258622,-6.614375,234.68951,117.24225,13.417278,-0.18818150460720062,0.20853501558303833,-0.31646236777305603
2021-01-18,0.0,0.0,3.7945552,-2.4686058,-6.664724,234.68951,117.24225,13.417278,-0.17865118384361267,0.19163095951080322,-0.3027576208114624
2021-01-19,0.0,0.0,2.8779511,-1.9881254,-6.388939,234.68951,117.24225,13.417278,,,
2021-01-20,0.0,0.0,3.677922,-1.0908649,-5.333205,234.68951,117.24225,13.417278,,,
2021-01-21,0.0,4.7522316,1.9758209,0.54644597,-0.7023838,234.68951,117.24225,13.417278,,,
2021-01-22,0.0,31.059235,3.4531837,1.5191519,0.683157,234.68951,117.24225,13.417278,,,
2021-01-23,0.0,4.8142104,7.2623434,3.1197493,0.83860147,234.68951,117.24225,13.417278,,,
2021-01-24,0.0,0.0,6.2540727,2.1440556,-2.273927,234.68951,117.24225,13.417278,-0.13139955699443817,0.19832760095596313,-0.23142023384571075
2021-01-25,0.0,0.0,2.0100195,-0.7549941,-4.4217577,234.68951,117.24225,13.417278,,,
2021-01-26,0.0,0.0,7.021283,0.12904216,-4.9680786,234.68951,117.24225,13.417278,0.007550019770860672,0.054617833346128464,0.02182001620531082
2021-01-27,0.0,0.021912077,1.0280246,-1.7867638,-5.0397,234.68951,117.24225,13.417278,,,
2021-01-28,0.0,0.0,2.4910583,-1.2311562,-4.502636,234.68951,117.24225,13.417278,,,
2021-01-29,0.0,0.01263249,4.2710943,0.008705235,-2.9303231,234.68951,117.24225,13.417278,,,
2021-01-30,0.0,0.89962333,6.1969934,2.49065,-2.5744655,234.68951,117.24225,13.417278,,,
2021-01-31,0.0,2.789077,7.639144,3.7775233,0.47802263,234.68951,117.24225,13.417278,,,
2021-02-01,0.0,0.0,6.224921,3.6054943,1.4706565,234.68951,117.24225,13.417278,,,
2021-02-02,0.0,0.0,8.002123,2.2435455,-1.7003739,234.68951,117.24225,13.417278,,,
2021-02-03,0.0,0.0,3.6084633,2.4517615,1.311885,234.68951,117.24225,13.417278,,,
2021-02-04,0.0,0.0,9.875148,5.262942,2.702703,234.68951,117.24225,13.417278,0.11251751333475113,-0.024889754131436348,0.2545619308948517
2021-02-05,0.0,0.0,9.119964,4.773578,2.5624661,234.68951,117.24225,13.417278,,,
2021-02-06,0.0,0.015612836,6.757674,4.1192083,2.3933926,234.68951,117.24225,13.417278,,,
2021-02-07,0.0,21.253754,4.8966784,4.192118,3.2788177,234.68951,117.24225,13.417278,,,
2021-02-08,0.0,5.1742644,10.730456,6.243362,2.9149935,234.68951,117.24225,13.417278,0.20569925010204315,-0.10091934353113174,0.5197182893753052
2021-02-09,0.0,0.0,8.049464,4.6388464,2.6856897,234.68951,117.24225,13.417278,,,
2021-02-10,0.0,9.963408,4.9409456,3.567169,0.8007579,234.68951,117.24225,13.417278,,,
2021-02-11,0.0,0.0,10.477733,4.617847,-0.9197855,234.68951,117.24225,13.417278,0.15287868678569794,-0.06791161745786667,0.37934327125549316
2021-02-12,0.0,0.0,2.124818,0.33589742,-1.9191754,234.68951,117.24225,13.417278,,,
2021-02-13,0.0,0.0,5.0715957,1.9797126,-3.1565564,234.68951,117.24225,13.417278,,,
2021-02-14,0.0,0.0,3.422835,-2.2825115,-6.3934774,234.68951,117.24225,13.417278,0.1962568312883377,-0.10690081119537354,0.4910171627998352
2021-02-15,0.0,0.0,4.8237557,-1.664939,-6.073037,234.68951,117.24225,13.417278,,,
2021-02-16,0.0,0.0,8.917447,1.1799716,-4.6763797,234.68951,117.24225,13.417278,,,
2021-02-17,0.0,0.015612836,12.10256,4.072412,-1.1948006,234.68951,117.24225,13.417278,0.15413960814476013,-0.0793333649635315,0.3658997714519501
2021-02-18,0.0,0.0,10.314331,3.5573616,-1.6679865,234.68951,117.24225,13.417278,0.10216391831636429,-0.02003464847803116,0.22876228392124176
2021-02-19,0.0,0.0,13.258975,6.2421637,1.6464773,234.68951,117.24225,13.417278,,,
2021-02-20,0.0,0.0,14.724503,7.059677,3.080428,234.68951,117.24225,13.417278,0.08794982731342316,0.008261710405349731,0.1937120407819748
2021-02-21,0.0,0.0,12.925628,6.478481,2.448864,234.68951,117.24225,13.417278,-0.006995874457061291,0.11042315512895584,-0.013391387648880482
2021-02-22,0.0,0.0,15.765109,7.988781,3.834996,234.68951,117.24225,13.417278,,,
2021-02-23,0.0,0.0,15.631114,7.901431,2.3896081,234.68951,117.24225,13.417278,,,
2021-02-24,0.18714285,0.0,17.603003,8.456102,2.7740383,234.68951,117.24225,13.417278,0.12095034122467041,-0.03577902168035507,0.27662956714630127
2021-02-25,0.26571426,0.0,17.784054,8.646239,2.747806,234.68951,117.24225,13.417278,0.1814243346452713,-0.10118983685970306,0.44473132491111755
2021-02-26,0.004285714,0.0,16.85945,8.578914,2.7646027,234.68951,117.24225,13.417278,,,
2021-02-27,1.9628571,0.0,19.534073,10.500433,4.394359,234.68951,117.24225,13.417278,,,
2021-02-28,0.0,0.0,16.036596,7.6713552,2.3639026,234.68951,117.24225,13.417278,0.22203099727630615,-0.12895487248897552,0.5736664533615112
2021-03-01,0.0,0.0,16.404667,6.703197,-0.11832752,234.68951,117.24225,13.417278,0.250530481338501,-0.1643863320350647,0.6721343994140625
2021-03-02,0.0,0.0,16.79041,6.849655,0.56001395,234.68951,117.24225,13.417278,0.24203191697597504,-0.14813333749771118,0.6426263451576233
2021-03-03,0.0,0.0,13.275566,6.8671083,1.3124511,234.68951,117.24225,13.417278,,,
2021-03-04,0.0,0.0,13.396964,6.8812866,1.5365679,234.68951,117.24225,13.417278,,,
2021-03-05,0.0,0.008276896,16.734564,8.776078,1.2374353,234.68951,117.24225,13.417278,0.2366386502981186,-0.1319967806339264,0.6227695941925049
2021-03-06,0.0,0.0,13.654157,8.033982,2.1342683,234.68951,117.24225,13.417278,0.27052727341651917,-0.17414313554763794,0.7464259266853333
2021-03-07,0.0,0.0,13.734137,6.956942,-0.40761498,234.68951,117.24225,13.417278,,,
2021-03-08,0.0,0.0,15.946762,6.4562507,-1.0289046,234.68951,117.24225,13.417278,0.2702297270298004,-0.16765566170215607,0.7444161772727966
2021-03-09,0.0,0.045235407,14.210306,7.81827,2.3991637,234.68951,117.24225,13.417278,,,
2021-03-10,0.0,0.0,15.168985,7.6142426,0.07240131,234.68951,117.24225,13.417278,,,
2021-03-11,0.0,0.0,11.252265,6.687186,1.0951313,234.68951,117.24225,13.417278,,,
2021-03-12,0.48571426,0.115154184,15.863676,9.52376,5.106285,234.68951,117.24225,13.417278,-0.002489713253453374,0.09943022578954697,-0.004474380519241095
2021-03-13,0.0,0.0,17.55236,8.845795,1.3806683,234.68951,117.24225,13.417278,0.2905603051185608,-0.18230096995830536,0.8241416215896606
2021-03-14,0.0,0.97156924,13.582393,9.324908,5.371348,234.68951,117.24225,13.417278,,,
2021-03-15,0.0,0.013852441,14.929834,8.22269,0.5297633,234.68951,117.24225,13.417278,,,
2021-03-16,0.0,0.0061521484,13.901483,8.574858,3.374667,234.68951,117.24225,13.417278,,,
2021-03-17,0.0,0.0,13.839043,7.1561894,1.329464,234.68951,117.24225,13.417278,0.3233623802661896,-0.2148188203573227,0.9626963138580322
2021-03-18,0.0,0.0,11.7293415,6.3145547,1.6701747,234.68951,117.24225,13.417278,0.2656670808792114,-0.1718638390302658,0.727123498916626
2021-03-19,0.0,0.0,10.843337,5.464719,-0.007905846,234.68951,117.24225,13.417278,0.31819069385528564,-0.21609260141849518,0.9407563209533691
2021-03-20,0.0,0.0,10.425535,4.728643,-0.38791016,234.68951,117.24225,13.417278,,,
2021-03-21,0.0,0.0,14.573019,5.8467436,-0.28808874,234.68951,117.24225,13.417278,0.24239429831504822,-0.1579519361257553,0.6427228450775146
2021-03-22,0.59000003,0.0,15.196928,9.814329,5.9823675,234.68951,117.24225,13.417278,0.3131701648235321,-0.2197205126285553,0.9174888730049133
2021-03-23,0.0,0.0,17.243237,8.518526,1.7411882,234.68951,117.24225,13.417278,0.3402405381202698,-0.2501692771911621,1.039222240447998
2021-03-24,0.8014285,0.0,20.394146,10.131495,1.2051008,234.68951,117.24225,13.417278,,,
2021-03-25,2.042857,0.0,21.291517,11.478514,2.79511,234.68951,117.24225,13.417278,,,
2021-03-26,2.4471428,0.0,20.73637,12.250212,4.156755,234.68951,117.24225,13.417278,0.22052182257175446,-0.1274740993976593,0.5680404901504517
2021-03-27,2.7057145,0.0,17.911907,12.605406,7.497798,234.68951,117.24225,13.417278,,,
2021-03-28,3.4442859,0.0,19.669434,13.153589,7.2179976,234.68951,117.24225,13.417278,,,
2021-03-29,5.0971427,0.0,23.198624,14.084741,6.992812,234.68951,117.24225,13.417278,0.10527479648590088,-0.0178175438195467,0.23601630330085754
2021-03-30,6.292857,0.0,25.475393,15.238577,7.1126933,234.68951,117.24225,13.417278,0.24112433195114136,-0.17123588919639587,0.6375640034675598
2021-03-31,6.6085706,0.0,25.190214,16.053385,8.027118,234.68951,117.24225,13.417278,0.23686642944812775,-0.14928965270519257,0.6228469014167786
2021-04-01,8.025715,0.0,27.607004,17.194485,8.445312,234.68951,117.24225,13.417278,,,
2021-04-02,8.105715,0.0,26.81444,18.218096,9.394236,234.68951,117.24225,13.417278,,,
2021-04-03,5.3957143,0.0,19.904697,15.621916,10.887721,234.68951,117.24225,13.417278,,,
2021-04-04,1.3557142,0.0,19.199564,11.172517,3.5110805,234.68951,117.24225,13.417278,0.27454525232315063,-0.20211726427078247,0.7608075737953186
2021-04-05,0.0,0.0,16.69103,10.413803,2.685983,234.68951,117.24225,13.417278,0.24287061393260956,-0.17150503396987915,0.6442641615867615
2021-04-06,0.0,0.00457747,11.593748,9.125093,3.905773,234.68951,117.24225,13.417278,0.27008214592933655,-0.20380434393882751,0.7435001134872437
2021-04-07,0.0,0.0,9.876414,4.867884,-0.14229384,234.68951,117.24225,13.417278,,,
2021-04-08,0.0,0.0,16.293106,7.6950536,-0.05860855,234.68951,117.24225,13.417278,0.2668313980102539,-0.19692343473434448,0.7316374182701111
2021-04-09,0.0,0.0,17.204454,9.201077,1.4661273,234.68951,117.24225,13.417278,,,
2021-04-10,1.8000001,0.0,15.2003145,11.573426,8.399192,234.68951,117.24225,13.417278,,,
2021-04-11,0.051428568,5.8643403,12.415497,9.774224,7.6890645,234.68951,117.24225,13.417278,,,
2021-04-12,0.0,12.32641,12.719831,8.824347,5.0085244,234.68951,117.24225,13.417278,,,
2021-04-13,0.0,1.7374735,13.8020735,8.461178,4.2922053,234.68951,117.24225,13.417278,,,
2021-04-14,0.0,0.0,13.97481,7.92748,1.7654846,234.68951,117.24225,13.417278,0.2796626389026642,-0.1891915649175644,0.779684841632843
2021-04-15,0.0,1.3313123,12.201338,7.550797,3.0607777,234.68951,117.24225,13.417278,0.056036271154880524,0.12435607612133026,0.11964583396911621
2021-04-16,0.0,0.0,15.777928,7.6973042,1.2206951,234.68951,117.24225,13.417278,,,
2021-04-17,0.0,0.0,15.777928,7.6973042,1.2206951,234.68951,117.24225,13.417278,,,
2021-04-18,2.2685716,0.0,17.779783,11.553611,6.756065,234.68951,117.24225,13.417278,0.2056427001953125,-0.12869715690612793,0.519256055355072
2021-04-19,0.53999996,0.0,17.019436,11.1452055,4.060139,234.68951,117.24225,13.417278,,,
2021-04-20,1.437143,0.0,20.22344,11.902982,2.6516507,234.68951,117.24225,13.417278,0.25767749547958374,-0.1789035201072693,0.6967759132385254
2021-04-21,2.8042855,0.0,19.628115,12.636656,5.9792275,234.68951,117.24225,13.417278,0.2954389154911041,-0.20247407257556915,0.8416785001754761
2021-04-22,4.7285714,0.0,22.659872,14.893336,6.794795,234.68951,117.24225,13.417278,0.27452802658081055,-0.17720815539360046,0.7595334649085999
2021-04-23,5.1314282,0.0,23.902477,15.227353,6.362599,234.68951,117.24225,13.417278,0.30430829524993896,-0.21799196302890778,0.8805778622627258
2021-04-24,5.585715,0.0,23.729666,15.330735,7.4423804,234.68951,117.24225,13.417278,0.2973206043243408,-0.20671230554580688,0.8507077693939209
2021-04-25,6.5642853,0.0,25.553837,16.36476,7.57278,234.68951,117.24225,13.417278,0.29805415868759155,-0.2011755108833313,0.853803277015686
2021-04-26,3.4985712,0.0,15.259284,12.77759,11.739385,234.68951,117.24225,13.417278,,,
2021-04-27,5.028571,0.0,18.960144,14.020736,11.097887,234.68951,117.24225,13.417278,,,
2021-04-28,5.9228578,0.0,22.339079,15.826501,9.509748,234.68951,117.24225,13.417278,0.29906925559043884,-0.20218944549560547,0.8575068712234497
2021-04-29,5.237143,2.9739375,18.435423,14.651709,12.038783,234.68951,117.24225,13.417278,,,
2021-04-30,6.561428,2.4030356,21.291086,15.536222,11.833396,234.68951,117.24225,13.417278,0.08435071259737015,-0.06129927560687065,0.18806351721286774
2021-05-01,6.6314282,17.136236,21.912622,15.176248,11.350867,234.68951,117.24225,13.417278,0.2005656510591507,-0.08657228946685791,0.5034241080284119
2021-05-02,6.035714,6.2722406,20.825945,14.767829,11.245801,234.68951,117.24225,13.417278,,,
2021-05-03,3.7171428,0.0,21.111029,14.096532,6.322224,234.68951,117.24225,13.417278,0.39674052596092224,-0.25094765424728394,1.3247078657150269
2021-05-04,5.051429,0.0,21.79793,15.182577,8.305982,234.68951,117.24225,13.417278,,,
2021-05-05,5.7442856,0.0,22.054432,14.762438,9.435501,234.68951,117.24225,13.417278,,,
2021-05-06,3.6571429,0.099342026,20.645283,13.878072,6.667792,234.68951,117.24225,13.417278,,,
2021-05-07,7.355714,1.4296987,22.674637,16.591892,12.034157,234.68951,117.24225,13.417278,,,
2021-05-08,4.3028574,0.0,22.870142,14.768331,5.7346053,234.68951,117.24225,13.417278,0.41981789469718933,-0.2655176520347595,1.4540599584579468
2021-05-09,6.3899994,0.0,25.854696,17.025358,6.921241,234.68951,117.24225,13.417278,0.43588173389434814,-0.291680246591568,1.5549521446228027
2021-05-10,9.62,0.0,27.253666,19.428019,11.98523,234.68951,117.24225,13.417278,,,
2021-05-11,6.192857,20.766176,20.1843,15.656103,12.201645,234.68951,117.24225,13.417278,,,
2021-05-12,5.94,7.7226524,20.692074,15.232946,11.18879,234.68951,117.24225,13.417278,0.43643712997436523,-0.27350178360939026,1.5552488565444946
